一介 3
一代 438
一代人 48
一代代 29
一代宗师 3
一代新人 1
一以贯之 29
一件 204
一件件 26
一任 22
一份 239
一会 41
一会儿 34
一传 9
一位 343
一体 487
一体化 236
一体式 2
一体机 8
一例 20
一侧 15
一倍 33
一停 2
一元 6
一八 7
一六 3
一共 34
一具 10
一册 1
一再 23
一再强调 3
一出 20
一出戏 2
一刀 34
一刀切 26
一分 47
一分为二 1
一分之差 2
一分收获 1
一分耕耘 1
一分货 1
一分钟 10
一分钱 5
一切 246
一切办法 1
一切权利 1
一切都在 2
一切都是 7
一切顺利 1
一划 2
一列 28
一则 14
一别 1
一刻 44
一刻不停 3
一刻起 1
一刻钟 3
一剂 48
一前 8
一前一后 2
一剑 3
一副 18
一力 4
一动 31
一动不动 1
一劳永逸 2
一勺 1
一包 4
一匹 3
一十 3
一十八 1
一千 24
一千一百 2
一千万 2
一千万元 1
一千三百 1
一千个 2
一千二 1
一千二百 1
一千亿 1
一千余 2
一千多 4
一千多年 2
一千多米 1
一千家 1
一千零一夜 2
一千零七 1
一半 138
一半多 2
一半左右 3
一卡通 5
一卷 6
一厘 2
一厢 3
一厢情愿 3
一去不复 5
一去不复返 5
一去不复返了 2
一双 16
一双双 2
一双眼 2
一发 17
一发而不可收 1
一口 52
一口口 1
一口气 12
一句 95
一句句 3
一只 61
一台 93
一右 1
一叶 7
一叶扁舟 1
一号 296
一号通 1
一同 56
一名 311
一后 2
一向 15
一吨 1
一员 45
一周 96
一周年 18
一味 31
一呼百应 4
一品 18
一品锅 2
一哄而起 1
一响 2
一回 21
一团 2
一国两制 73
一圈 33
一圈圈 1
一场 321
一场场 9
一块 124
一块儿 2
一块块 8
一块钱 2
一堂 38
一堂课 8
一堆 10
一堆堆 2
一堵 1
一墙之隔 1
一声 39
一声令下 2
一声声 3
一处 77
一处处 1
一夕 9
一夕之间 1
一多 1
一夜 18
一夜之间 2
一大 359
一大半 1
一大块 2
一大堆 3
一大家子 3
一大截 3
一大批 94
一大早 24
一大步 9
一大笔 4
一大笔钱 1
一大部分 2
一天 258
一天到晚 2
一天天 7
一夫 1
一头 41
一套 134
一套套 2
一好 1
一如 33
一如既往 25
一子 2
一字一句 2
一字之差 3
一字排开 4
一季 1839
一季度 1799
一宗 4
一定 970
一定量 1
一审 35
一审判决 15
一家 448
一家一户 6
一家之言 1
一家亲 19
一家人 56
一家家 2
一家独大 3
一家老小 1
一寸 9
一寸丹心 2
一寸光阴一寸金 1
一对 42
一对一 15
一封 24
一封信 6
一封封 1
一尊 6
一小 55
一小撮 2
一小部分 3
一尘不染 2
一尺 1
一局 10
一层 67
一层层 4
一层楼 7
一届 98
一展 7
一展身手 1
一展长才 1
一岁 2
一岗双责 1
一峰 3
一左 4
一左一右 1
一己 6
一巴掌 1
一巷 1
一帆风顺 8
一师 15
一带 336
一帧 1
一席 9
一席之地 7
一帮 9
一幅 56
一幅幅 12
一幕 28
一幕幕 11
一幢 5
一幢幢 1
一干 11
一平方米 1
一年 659
一年一度 18
一年之计 1
一年之计在于春 1
一年到头 6
一年半载 1
一年四季 14
一年多来 10
一年级 5
一并 25
一床 4
一应 20
一应俱全 19
一度 103
一座 163
一座座 18
一开 76
一式 3
一张 180
一张白纸 3
一往 8
一往情深 1
一往无前 6
一律 51
一得 4
一心 53
一心一意 5
一忙 1
一念 1
一意 11
一意孤行 1
一成 13
一成不变 4
一战 32
一截 3
一户 31
一户户 4
一所 36
一扇 19
一扇门 3
一手 51
一打 7
一扫而空 2
一批 487
一批批 12
一技之长 5
一把 75
一把手 10
一把汗 2
一抓到底 3
一抹 13
一担 6
一拍即合 2
一拖 3
一拖再拖 3
一招 18
一招一式 1
一捆 2
一损俱损 2
一捺 1
一排 20
一排排 7
一推了之 1
一掷千金 1
一揽子 22
一搏 2
一摊 1
一摊子 1
一摞 8
一撇 2
一播 1
一撮 1
一支 110
一数 21
一整 27
一整天 5
一整套 12
一文 13
一文不值 1
一斑 4
一斤 26
一新 68
一方 761
一方平安 1
一方水土 5
一方水土养一方人 1
一方面 632
一旁 13
一族 4
一无所知 5
一无所获 1
一日 75
一日三餐 14
一日之功 4
一日千里 2
一日游 2
一旦 168
一早 26
一旬 47
一时 279
一时一事 4
一时之间 1
一时半会 1
一时半刻 1
一时无两 1
一时期 11
一时间 222
一昼 2
一晃 4
一晚 3
一暗 1
一曲 17
一曲曲 3
一月 10
一服 5
一望无垠 1
一望无际 5
一朝 8
一朝一夕 7
一期 51
一本 63
一本正经 2
一朵 22
一朵朵 2
一朵花 3
一杆 2
一村 45
一束 15
一条 438
一条心 3
一条条 20
一条线 4
一条街 6
一条龙 13
一来 21
一来一往 1
一来二去 1
一杯 30
一杯杯 1
一枚 27
一枝 9
一枝独秀 3
一枝花 2
一枪 10
一架 6
一柜 1
一查到底 1
一柱 5
一柱擎天 1
一栋 39
一栋栋 12
一栏 5
一株 16
一株株 7
一样 481
一样样 1
一根 52
一格 9
一案 12
一桌 33
一档 12
一桩 2
一桶 5
一桶桶 1
一梦 3
一梯 10
一棍子 1
一棍子打死 1
一棵 44
一棵树 22
一楼 24
一概 1
一概而论 1
一槌定音 1
一模一样 4
一次 981
一次性 76
一次次 54
一次能源 6
一款 82
一正 8
一步 2614
一步一个脚印 11
一步之遥 4
一步到位 1
一步步 23
一死一伤 1
一段 244
一段时间 124
一段段 4
一段落 3
一段话 5
一段距离 2
一段路 2
一比 6
一毛不拔 1
一毛钱 2
一毫 3
一气 13
一气呵成 10
一氧化碳 3
一水之隔 3
一池 6
一池春水 3
一汪 1
一汽 23
一汽大众 1
一汽集团 3
一波三折 2
一派 21
一派胡言 1
一流 231
一流人才 1
一流大学 13
一浪高过一浪 1
一清二楚 3
一溜 2
一滴 13
一滴水 1
一炮而红 1
一炷香 1
一点 247
一点一滴 2
一点一点 10
一点儿 6
一点多 2
一点点 21
一烘 1
一片 161
一片片 4
一片狼藉 3
一片生机 3
一片空白 2
一物 1
一班 8
一班人 2
一球 4
一瓦 6
一瓶 1
一生 73
一番 57
一番滋味 2
一番话 4
一瘸一拐 1
一百 129
一百一十 1
一百万 3
一百万元 1
一百三十 2
一百个 3
一百二 6
一百二十 5
一百二十五 1
一百二十八 1
一百五十 2
一百五十公里 1
一百余 4
一百余万 1
一百余位 1
一百倍 1
一百元 1
一百八 1
一百八十 1
一百单八 1
一百单八将 1
一百周年 8
一百多 24
一百多万 1
一百多个 2
一百多亩 1
一百多元 2
一百多公里 1
一百多名 3
一百多年 9
一百多斤 1
一百多米 3
一百年 62
一百种 1
一百篇 1
一百遍 1
一百零八 2
一百零六 1
一百零六岁 1
一盆 3
一盏 17
一盏灯 5
一盏盏 5
一盒 1
一盘 37
一盘棋 18
一盘菜 5
一目 29
一目了然 14
一直 708
一眨 1
一眨眼 1
一眼 15
一着 1
一睹 10
一瞥 1
一瞬 9
一瞬间 5
一石激起千层浪 2
一码 13
一砖一瓦 5
一碗 31
一碗水 2
一碗水端平 2
一碟 2
一票 9
一票否决 2
一票否决制 1
一票否决权 1
一种 666
一秒 7
一程 7
一穷二白 6
一窝蜂 1
一立方米 1
一站 88
一站式 53
一章 17
一端 14
一竿 2
一竿子 2
一笔 80
一笔一画 2
一笔笔 3
一等 39
一等功 1
一等奖 24
一筐 2
一筹 10
一筹莫展 4
一管 25
一箱 10
一篇 59
一篇篇 2
一篮 3
一簇 3
一簇簇 2
一米 12
一类 48
一粒 25
一系 684
一系列 680
一紧 1
一级 274
一级品 95
一级预防 2
一纸 5
一纸空文 2
一线 497
一线品牌 2
一组 41
一组组 2
一经 38
一统 6
一统天下 1
一统江湖 1
一维 1
一缕 10
一罐 6
一网打尽 1
一网通 15
一群 55
一群群 1
一者 2
一而再 2
一联 2
一肚子 2
一股 42
一股劲 2
一股劲儿 1
一股脑 3
一股脑儿 2
一胎 1
一脉相传 1
一脉相承 25
一脚 13
一脸 8
一腔 4
一腔热血 2
一臂之力 4
一致 353
一致同意 1
一致性 23
一致意见 2
一般 500
一般化 1
一般性 7
一般无二 1
一般来讲 4
一般来说 20
一般而言 3
一艘 17
一艘船 4
一色 8
一节 12
一节课 1
一茬 7
一草一木 6
一荣俱荣 2
一行 62
一衣带水 2
一袋 8
一要 42
一见倾心 1
一见如故 2
一视同仁 12
一览 10
一览无余 4
一览无遗 1
一览表 1
一觉 2
一角 13
一触 2
一触即发 1
一言 13
一言一行 1
一言以蔽 6
一言以蔽之 6
一言堂 1
一言难尽 2
一议 5
一记 9
一说到 2
一贯 39
一贯制 1
一走了之 5
一起 805
一趟 29
一跤 1
一路 426
一路上 5
一路下 1
一路风尘 1
一蹴而就 17
一身 40
一身正气 1
一身轻 1
一车 12
一转眼 2
一轮 159
一轻 1
一载 1
一较高下 1
一辆 51
一辆车 5
一辆辆 2
一辈 66
一辈子 30
一辙 3
一边 201
一边倒 1
一过 18
一连 16
一连串 5
一途 2
一通 10
一通百通 1
一遍 44
一道 172
一道道 10
一遭 2
一部 381
一部分 173
一部分分 1
一里 2
一重 102
一量 2
一针 16
一针一线 5
一针见血 5
一锅煮 1
一锅端 1
一锅粥 1
一错 3
一错再错 1
一锤 10
一锤子买卖 3
一锤定音 1
一键 62
一锹 2
一长一短 1
一长串 3
一门 29
一门心思 5
一问三不 1
一问三不知 1
一间 38
一阕 1
一队 8
一阵 28
一阵子 6
一阵阵 7
一阵风 2
一隅 3
一集 9
一面 97
一面镜子 6
一页 9
一顶 2
一项 322
一项项 12
一顿 30
一顿饭 3
一颗 63
一颗颗 6
一飞冲天 1
一餐 2
一饱口福 1
一饱眼福 2
一首 44
一首歌 5
一首首 3
一马当先 2
一高一低 1
一鸣惊人 2
一齐 2
丁 276
丁丁 2
丁东 2
丁俊晖 17
丁光训 1
丁字 3
丁字尺 1
丁磊 5
丁零 3
丁零零 2
丁香 5
丁香花 2
七 341
七一 7
七七 1
七七事变 1
七万 1
七万多 1
七个 39
七仙 2
七仙女 1
七位 5
七倍 2
七八 21
七八万 1
七八万元 1
七八个 1
七八十 6
七八十岁 2
七八十年 3
七八十斤 1
七八只 1
七八天 1
七八年 2
七八成 4
七八本 1
七八百 1
七八百元 1
七分 8
七十 54
七十一 3
七十三 10
七十九 2
七十二 4
七十二岁 1
七十二条 1
七十五 3
七十六 2
七十四 3
七十多 1
七十多个 1
七十岁 1
七十年 9
七十年代 5
七十条 1
七千 1
七千元 1
七卷 1
七台 2
七台河 2
七号 8
七名 1
七周 3
七周年 3
七味 1
七嘴八舌 2
七团 1
七国 6
七国集团 6
七夕 4
七夕节 2
七天 2
七子八婿 1
七孔 2
七宝 4
七局 1
七层 4
七届 17
七岁 7
七巷 4
七年 21
七弯八拐 1
七彩 4
七律 1
七成 47
七折 2
七旬 2
七星 6
七月 9
七月份 2
七本 1
七条 18
七枚 2
七棵 1
七次 315
七点 2
七点钟 1
七班 1
七百 3
七百多 1
七百里 1
七碗 2
七章 3
七类 1
七级 3
七路 1
七通 1
七通一平 1
七部 6
七间 2
七集 2
七零八 1
七零八落 1
七项 9
七鳃鳗 1
万 1759
万一 3
万万 13
万万不可 1
万丈 1
万三 1
万世 4
万世开 3
万个 378
万事 8
万事俱备 1
万事兴 3
万事如意 2
万事开头难 1
万亩 295
万人次 179
万亿 750
万亿元 599
万亿千瓦 7
万亿千瓦时 7
万亿千米 1
万亿斤 26
万亿立方米 3
万亿美元 58
万代 3
万代千秋 1
万件 144
万份 15
万众 50
万众一心 17
万众瞩目 4
万位 1
万余 189
万余个 6
万余人次 4
万余件 17
万余份 3
万余例 1
万余元 19
万余公里 1
万余册 1
万余名 24
万余吨 2
万余块 2
万余家 35
万余平方米 1
万余张 2
万余户 3
万余斤 2
万余条 9
万余株 1
万余辆 2
万例 22
万倍 3
万儿 3
万元 966
万元以上 54
万八千 1
万公斤 1
万公里 48
万公顷 81
万兰特 1
万册 14
万分 11
万分之 9
万分之一 7
万分之三 1
万劫不复 1
万包 1
万千 105
万千伏 2
万千气象 1
万千瓦 70
万华 3
万卷 5
万卷书 1
万历 5
万县 1
万双 2
万变 6
万变不离 1
万变不离其宗 1
万古 5
万只 78
万台 164
万叶 1
万名 144
万向 1
万吨 1386
万吨级 26
万国 7
万场 10
万块 8
万基 2
万处 3
万多 152
万多个 14
万多亩 5
万多人次 4
万多亿 1
万多件 5
万多元 21
万多公里 2
万多公顷 2
万多口 1
万多只 2
万多台 8
万多名 31
万多块 1
万多处 1
万多家 10
万多平方米 1
万多张 2
万多户 1
万多条 1
万多株 1
万多种 1
万多美元 2
万多起 1
万头 173
万套 23
万宁 10
万宁市 4
万安 8
万宝 3
万家 168
万家乐 1
万家灯火 9
万寿山 1
万寿菊 1
万尾 14
万山 1
万岁 2
万州 14
万州区 11
万左右 12
万平方 605
万平方公里 35
万平方米 567
万年 96
万年前 5
万年县 1
万度 2
万座 9
万张 32
万成 2
万户 277
万所 10
万担 7
万支 1
万斤 24
万方 8
万无一失 7
万春 6
万本 2
万朵 3
万条 28
万架 3
万柏林区 1
万株 7
万桶 3
万棵 9
万次 40
万步 4
万段 1
万民 9
万水千山 5
万港元 4
万点 1
万片 2
万物 70
万特 1
万盏 1
万盛 2
万种 12
万科 9
万立方 37
万立方米 37
万站 9
万端 2
万笔 1
万箱 1
万篇 5
万籁 2
万籁俱寂 1
万籁鸣 1
万米 26
万粒 3
万紫千红 1
万线 3
万缕 3
万缕千丝 1
万网 9
万美元 70
万美金 1
万股 4
万能 11
万能胶 1
万艘 2
万花 3
万花筒 3
万英尺 1
万英镑 1
万荣 1
万象 34
万象市 4
万象新 4
万象更新 3
万贵妃 1
万起 2
万身 1
万辆 331
万辆次 2
万达 58
万邦 3
万部 23
万里 74
万里无云 1
万里行 20
万里长城 2
万里风 1
万重 31
万金 2
万金油 1
万间 3
万隆 10
万难 4
万零 2
万顷 3
万马 4
万马奔腾 2
丈 1
丈人 1
丈夫 64
丈量 8
丈量土地 1
三 2350
三七 46
三七二十一 2
三万 10
三万余 1
三万元 4
三万多 1
三万美元 1
三万英尺 1
三三 10
三三两两 4
三下 3
三下五除二 1
三不朽 1
三世 1
三两 9
三两个 2
三个 452
三个代表 1
三中 43
三中全会 29
三乐 1
三九 30
三二 3
三五 311
三五万 1
三五个 3
三五分 1
三五分钟 1
三五十 1
三五天 1
三五年 17
三五成群 2
三五文 1
三亚 31
三亚市 16
三亚旅游 1
三产 382
三亿 29
三亿人 28
三代 65
三代人 5
三令五申 1
三件 19
三件套 5
三伏 1
三伏天 1
三位 37
三位一体 5
三侠五义 2
三保 41
三倍 17
三元 108
三八 21
三八红旗手 19
三公 7
三六 2
三军 3
三军团 2
三农 39
三分 73
三分之一 30
三分之二 8
三分球 5
三分钟 1
三列 2
三包 3
三化 3
三北 3
三匹 1
三区 27
三十 215
三十一 37
三十一个 1
三十一次 10
三十七 4
三十三 4
三十三个 1
三十下 2
三十个 4
三十九 2
三十二 7
三十二年 1
三十二条 5
三十五 6
三十五年 1
三十余 4
三十余年 2
三十余载 1
三十八 7
三十八轮 1
三十六 8
三十六条 2
三十六计 1
三十几 9
三十几年 7
三十出头 2
三十卷 1
三十只 1
三十四 4
三十多 16
三十多个 1
三十多位 1
三十多年 7
三十多种 1
三十大 1
三十岁 8
三十年 15
三十度 1
三十文 2
三十条 3
三十米 1
三十而立 4
三千 17
三千亩 1
三千余 1
三千元 1
三千名 1
三千多 3
三千多万 1
三千多元 1
三千家 1
三千年 3
三千里 1
三卷 2
三叉 1
三叉神经 1
三叉神经痛 1
三双 2
三口 11
三句 11
三句话 10
三只 1
三台 1
三叶 1
三号 28
三合 11
三合一 10
三名 22
三吨 2
三周 6
三味 1
三品 4
三四 45
三四万 2
三四个 1
三四倍 1
三四十 6
三四十万 1
三四十万元 1
三四十年 2
三四千 2
三四千元 1
三四年 4
三四次 1
三四点 1
三四百 1
三四百斤 1
三四种 1
三团 2
三国 49
三国志 6
三国演义 4
三圈 2
三场 9
三坊七巷 4
三块 2
三城 12
三塔 3
三塘 1
三声 2
三多 1
三夜 3
三大作风 1
三大块 1
三大王 1
三大部 2
三天 44
三天三夜 1
三天两头 3
三套 1
三好学生 5
三姑 1
三季 953
三季度 946
三学 4
三官 3
三官庙 3
三定 1
三宝 5
三实 8
三审 1
三室 1
三室两厅 1
三害 4
三家 23
三寸 2
三封 1
三尊 1
三尺 11
三局 27
三层 20
三层楼 3
三届 115
三山 17
三岁 3
三岔 3
三岔河 2
三岔镇 1
三峡 96
三峡地区 1
三峡大坝 3
三峡工程 3
三峡水库 8
三川 1
三年 212
三年级 8
三废 3
三座 4
三座大山 2
三张 8
三强 6
三成 27
三户 1
三批 15
三把 1
三折 3
三排 1
三支 12
三教 2
三文 3
三文鱼 3
三斤 1
三方 192
三无 13
三日 4
三明 22
三明市 6
三星 127
三星公司 1
三星堆 88
三星电子 5
三星电子公司 1
三晋 1
三月 11
三朝 1
三期 22
三本 3
三朵 1
三权分立 1
三条 43
三杯 1
三板 7
三极 5
三枚 2
三栋 1
三校 2
三株 1
三样 4
三根 1
三格 4
三档 2
三棵 1
三次 192
三款 16
三步 14
三步走 9
三毛 1
三民 1
三水 2
三水区 1
三江 118
三江平原 1
三河 30
三河市 6
三清 3
三清山 1
三湖 1
三湘 3
三湾 2
三点 18
三点一线 1
三王 1
三环 5
三环路 2
三班 3
三班倒 1
三甲 9
三番 1
三番五次 1
三百 30
三百亩 1
三百余 1
三百元 1
三百六 4
三百六十 4
三百六十行 3
三百块 1
三百多 3
三百多名 1
三百多斤 1
三百年 1
三百斤 1
三百首 7
三盏 1
三盘 6
三眼 1
三眼井 1
三碗 3
三禁 4
三种 94
三科 2
三章 6
三笔 5
三等 111
三等功 3
三等奖 13
三管齐下 3
三篇 6
三类 28
三级 186
三级网络 1
三级跳 3
三级跳远 2
三级预防 1
三线 179
三线建设 1
三组 9
三统 1
三维 82
三维动画 4
三维空间 1
三维重建 5
三缸 1
三者 18
三联 14
三联书店 10
三股 1
三舍 1
三色 2
三节 2
三茬 1
三菱 7
三行 12
三要素 1
三观 1
三角 264
三角区 10
三角地 26
三角城 3
三角形 5
三角板 1
三角洲 24
三角翼 1
三角铁 1
三证 2
三读通过 5
三资 6
三趟 2
三足鼎立 2
三路 3
三轮 26
三轮车 12
三进 2
三连冠 2
三连胜 2
三通 2
三遍 2
三道 27
三道坎 4
三部 49
三部曲 14
三里 13
三里屯 11
三重 9
三铁 2
三镇 1
三门 23
三门县 2
三门峡 18
三门峡市 5
三间 2
三间房 1
三阳 1
三阶 15
三院 14
三陵 4
三集 2
三面 6
三项 57
三顿 1
三颗 2
三餐 17
三驾 18
上 5177
上一年 16
上一阶段 2
上万 57
上万个 11
上万件 3
上万倍 1
上万元 4
上万公里 1
上万只 1
上万名 12
上万次 1
上万种 1
上三 9
上上 7
上上下下 1
上下 260
上下一心 4
上下册 2
上下同心 1
上下同欲 2
上下学 2
上下文 1
上下水 1
上下游 69
上下班 11
上下级 1
上下联 8
上下车 2
上下齐心 1
上不去 4
上世 112
上东 3
上个 146
上个世纪 4
上个季度 1
上个月 131
上中 33
上中下 6
上中下游 5
上中旬 3
上中游 1
上举 19
上乘 8
上书 8
上交 28
上交所 4
上京 5
上代 2
上任 26
上会 16
上传 64
上传下达 2
上传完毕 1
上位 1
上位法 1
上体 21
上佳 3
上供 2
上元 4
上光 6
上党 5
上关 12
上农 9
上冻 2
上刀山 1
上划 3
上列 10
上到 12
上前 22
上区 10
上千 59
上千人 3
上千年 4
上升 1200
上升幅度 14
上升期 3
上午 187
上半 1040
上半叶 1
上半场 9
上半年 1025
上半时 2
上半身 2
上卷 2
上原 1
上去 79
上变 6
上口 8
上古 2
上台 21
上叶 1
上司 4
上告 1
上周 14
上周四 1
上周末 2
上品 2
上善若水 2
上国 16
上图 9
上地 19
上场 7
上坟 2
上坡 1
上坡路 1
上城 46
上天 26
上天入地 1
上头 3
上好 49
上季 21
上学 89
上学时 4
上官 2
上官婉儿 1
上家 9
上宾 3
上将 13
上层 22
上层建筑 3
上届 5
上屋 1
上屏 1
上山 24
上山下乡 2
上岁数 1
上岗 24
上岛 4
上岸 20
上川 1
上工 1680
上市 288
上市公司 73
上市日 2
上帝 3
上年 4016
上庄 1
上座率 5
上弹 1
上当 19
上当受骗 4
上得 14
上得起 2
上心 4
上思 4
上成 10
上战 15
上户 2
上房 4
上手 19
上扬 24
上批 41
上报 125
上排 7
上接 20
上推 33
上收 26
上数 5
上方 20
上日 4
上旬 144
上明 7
上映 15
上月 2863
上有 134
上有天堂 1
上有老 1
上有老下有小 1
上朝 2
上期 196
上机 7
上村 5
上来 156
上杭 2
上杭县 2
上林 1
上架 23
上标 9
上树 6
上栗县 2
上格 4
上桌 2
上档 1
上档次 1
上梁 2
上楼 16
上榜 17
上次 11
上步 1
上水 25
上水船 1
上江 2
上汽 25
上河 16
上油 21
上流 18
上流社会 4
上浮 14
上海 2058
上海东方 2
上海交大 12
上海交通大学 32
上海人民美术出版社 8
上海体育馆 1
上海公报 5
上海南京东路 1
上海南京路 1
上海博物馆 37
上海卷 2
上海图书馆 6
上海地区 7
上海大学 13
上海市 311
上海市人 8
上海市人大常委会 1
上海市人民政府 1
上海市公安局 5
上海市分行 2
上海市委 25
上海市政协 4
上海市政府 10
上海市教委 2
上海市浦东新区 1
上海师范大学 8
上海强生 1
上海文艺出版社 1
上海浦东 12
上海浦东国际机场 4
上海浦东新区 1
上海港 4
上海滩 6
上海理工大学 1
上海电影制片厂 1
上海社科院 2
上海站 6
上海街 2
上海财经大学 4
上海队 1
上海音乐学院 2
上涌 1
上涨 4477
上涨幅度 7
上涨率 1
上清 2
上渡 1
上游 115
上游工业 1
上溯 1
上演 59
上火 22
上点 9
上焦 2
上照 1
上爬 1
上片 1
上环 9
上班 60
上班族 9
上班时间 2
上田 2
上略 1
上瘾 3
上百 58
上百万 14
上百人 6
上百年 1
上皮 2
上盘 1
上眼 8
上眼皮 2
上着 2
上知 1
上石 4
上码头 1
上社 11
上移 1
上空 15
上算 1
上篇 2
上紧 3
上级 53
上级部门 7
上线 431
上缴 9
上缴国库 2
上网 106
上网冲浪 1
上网费 1
上联 2
上肢 1
上自 15
上至 5
上航 1
上船 6
上色 4
上节 5
上药 3
上菜 1
上虞 1
上蜡 2
上行 78
上街 3
上衣 1
上表 80
上装 2
上规模 33
上角 2
上解 21
上言 3
上议院 1
上访 3
上证 3
上证指数 1
上诉 19
上诉期 3
上课 52
上课时 3
上调 37
上谕 1
上账 1
上货 1
上赛季 10
上起 9
上路 16
上身 2
上车 12
上载 3
上达 15
上过 28
上进 54
上述 271
上述情况 2
上送 1
上选 7
上道 7
上部 16
上野 4
上金 2
上钢 3
上钩 1
上银幕 1
上铺 2
上链 13
上锁 3
上门 121
上门服务 10
上阵 16
上限 35
上院 1
上集 8
上青 4
上面 105
上项 17
上风 30
上饶 3
上饶市 1
上首 31
上香 4
上马 17
上高 79
上黄 5
下 3118
下一代 39
下一场 2
下一阶段 70
下下 6
下不为例 3
下个月 4
下为 34
下乡 28
下井 3
下人 8
下代 2
下令 1
下任 7
下传 5
下体 12
下作 2
下倾 2
下光 1
下关 3
下册 2
下冲 2
下决心 9
下出 2
下划 1
下列 11
下到 3
下力 1
下功夫 45
下北 3
下区 2
下午 165
下午茶 9
下半 212
下半叶 1
下半场 14
下半年 190
下半时 1
下半身 2
下单 85
下卷 1
下压 2
下厨 1
下厨房 1
下去 123
下发 52
下口 1
下召 1
下台 6
下同 37
下周 3
下咽 1
下回 2
下图 13
下土 2
下在 9
下地 10
下场 5
下坡 2
下坡路 1
下城 15
下基层 3
下塘村 3
下士 1
下处 2
下大力 13
下大力气 12
下头 3
下女 1
下奶 1
下好 18
下子 43
下存 1
下季 8
下学 7
下学期 1
下定 21
下定决心 18
下家 4
下寨村 1
下层 8
下属 26
下属单位 1
下山 16
下岗 6
下岗工人 1
下岗职工 1
下工 23
下工夫 2
下巴 1
下市 18
下年 7
下庄 1
下床 2
下底 1
下店 2
下得 6
下情 4
下意识 3
下成 8
下房 2
下手 12
下拉 35
下拨 3
下排 3
下探 5
下接 6
下推 12
下放 20
下文 10
下方 14
下旬 195
下月 1
下有 26
下有小 1
下有苏杭 1
下期 1
下机 9
下村 3
下来 325
下标 2
下树 1
下格 1
下档 4
下棋 1
下楼 19
下楼梯 2
下次 9
下步 1
下民 3
下气 1
下水 61
下水管 2
下水船 1
下水道 2
下江 4
下沉 77
下河 8
下油 2
下法 1
下注 5
下洋 1
下流 6
下浮 1
下海 7
下海经商 1
下港 1
下游 198
下游工业 1
下滑 116
下潜 5
下班 26
下班时间 2
下生 28
下田 6
下痢 1
下着 1
下种 4
下移 6
下端 1
下笔 1
下签 2
下管 5
下篇 2
下级 7
下级单位 1
下线 25
下网 3
下联 20
